incident_id,incident_category,optimal_time_mins
443,transport,6.252666227649058
444,healthcare,0.9085638019267115
445,security,6.698944432749531
446,healthcare,4.720493097255614
447,security,2.5167650311322705
448,fire_disaster,11.894876378000873
449,healthcare,3.033893334751609
450,healthcare,2.222465786959263
451,security,5.214360038314873
452,security,3.05125934665983
453,healthcare,4.807790292504412
454,healthcare,3.420727515886633
455,healthcare,2.7394764257957274
456,transport,4.923642566245074
457,security,3.1107519587808943
458,healthcare,1.3587481745763526
459,healthcare,3.845117578502125
460,healthcare,0.5855233387789521
461,security,3.592627347920248
462,transport,10.488398303262727
463,fire_disaster,23.090576616898602
464,security,2.940205323325182
465,healthcare,7.756305462618556
466,healthcare,0.8426620077882278
467,healthcare,10.091482776683057
468,fire_disaster,5.039370952384643
469,transport,10.768215988136776
470,healthcare,7.4691581170131665
471,security,11.960828924471398
472,transport,6.605069824378573
473,security,6.735440806646641
474,healthcare,11.668743891273154
475,security,5.7470358755958735
476,healthcare,3.953903915424168
477,transport,2.040140695866481
478,security,8.986941027149813
479,security,5.65186465281452
480,transport,2.9125228448628877
481,security,8.839747854338416
482,security,10.23483004913822
483,healthcare,5.5899289048753396
484,security,5.81983820756902
485,security,1.5078640685534082
486,fire_disaster,15.899352680920627
487,fire_disaster,10.067429679808642
488,security,3.7865187369066247
489,healthcare,1.6582697612149326
490,transport,19.93353820684719
491,security,4.158575760473371
492,transport,6.063672648484689
493,healthcare,4.690279921666861
494,security,10.321029370514612
495,fire_disaster,8.194857114915552
496,healthcare,0.5981769975415407
497,security,11.013956322997094
498,fire_disaster,8.925316691788103
499,security,3.723580177918168
500,fire_disaster,4.499376904660084
501,fire_disaster,8.537992246292104
502,fire_disaster,6.11442791339398
503,transport,6.8799615169315995
504,healthcare,2.7099394761005815
505,healthcare,3.1196175343679955
506,security,10.375686561647658
507,security,1.7569580453392133
508,security,2.467354780732295
509,healthcare,0.12831404649726685
510,transport,6.7348314685446695
511,security,6.140865022144661
512,healthcare,6.632717644126077
513,security,14.727098459580025
514,security,2.536654543960623
515,fire_disaster,24.29069428755872
516,security,3.3081283051237915
517,fire_disaster,9.01054014587728
518,healthcare,5.404632306843023
519,security,4.664901497142302
520,fire_disaster,16.341960482572684
521,fire_disaster,10.789496176651385
522,security,3.2110287351272677
523,transport,7.936899114039392
524,security,8.446590035677552
525,transport,3.8693990253925334
526,security,8.241392026387794
527,fire_disaster,8.653270114124654
528,healthcare,0.5720831184323723
529,healthcare,1.4916701158177357
530,healthcare,7.413074283926366
531,transport,4.627076104620118
532,healthcare,1.401196736290291
533,security,4.026306771435992
534,healthcare,3.264084548738233
535,fire_disaster,5.975308041790061
536,fire_disaster,4.099594490387892
537,fire_disaster,9.66989706255369
538,transport,4.155271806730718
539,transport,7.04999393854419
540,security,2.235755388131005
541,healthcare,9.051502236666382
542,security,2.6955476838025505
543,healthcare,2.5147176651065197
544,security,4.088977847804864
545,healthcare,1.541976950861698
546,security,7.481988215168355
547,healthcare,8.960239639660363
548,healthcare,1.6216887341708985
549,fire_disaster,5.266486343329364
550,healthcare,0.34257202277773136
551,security,2.4225405697001725
552,transport,7.774272949069754
553,healthcare,5.623243113411714
554,fire_disaster,3.4490085533395725
555,security,4.992765779335088
556,security,12.218729774558899
557,security,4.241459202725004
558,security,5.921510655428181
559,healthcare,12.030780618239778
560,transport,5.249128560719168
561,healthcare,8.021102012173301
562,fire_disaster,5.279923007733578
563,healthcare,11.649644740605169
564,security,5.933727241021215
565,security,10.828030700145634
566,fire_disaster,16.47072110245029
567,fire_disaster,7.898992700697784
568,transport,1.8188436607762228
569,security,1.8679012792641037
570,security,7.944418512022617
571,transport,5.104556619784679
572,security,3.6477130652008003
573,healthcare,2.0671444828759933
574,healthcare,2.5223483141768734
575,healthcare,3.4674365322342737
576,healthcare,9.98393740430595
577,healthcare,8.154638549635719
578,fire_disaster,8.23487248723144
579,fire_disaster,8.37343740920953
580,transport,6.651235933796244
581,security,4.9228000358568655
582,security,1.5490776166270557
583,security,14.963709918830318
584,transport,4.061584105115221
585,transport,2.3163793182727206
586,security,8.303952082968497
587,security,12.775129274579497
588,transport,0.6589173653222727
589,security,8.34453592106518
590,transport,6.050116090638161
591,security,13.897660291970027
592,security,3.8301036831055097
593,healthcare,5.726361886209627
594,security,3.8254288106895484
595,healthcare,3.2303901441981995
596,transport,9.683792485699495
597,transport,4.91017013412902
598,healthcare,1.991456609033652
599,transport,9.902265999668943
600,fire_disaster,4.887278829917007
601,security,11.56962184175047
602,healthcare,1.8540672950207266
603,transport,16.69863345771815
604,healthcare,0.6626163975776939
605,healthcare,4.9712545149899965
606,security,4.674878059917771
607,healthcare,3.0745259277061696
608,security,3.9714302927606266
609,security,7.984863176389904
610,healthcare,12.041581764163025
611,fire_disaster,11.838668590428856
612,fire_disaster,10.768575811083167
613,security,14.888805727535043
614,healthcare,8.92075545746303
615,transport,4.903161635785086
616,security,9.225670217465595
617,security,2.0177525993565295
618,transport,8.078563772605603
619,fire_disaster,2.8074223455025353
620,transport,8.177193227285084
621,transport,6.516967457050126
622,security,11.557398894281704
623,transport,5.271390831860791
624,transport,5.71909066056631
625,healthcare,5.132814381916824
626,transport,6.242761970861112
627,healthcare,5.404632306843023
628,transport,0.7236281920492778
629,security,10.638769798874964
630,healthcare,14.234610850629617
631,fire_disaster,5.4834971906001435
632,security,8.187779083170847
633,healthcare,6.591563446222103
634,security,2.911293598585508
635,healthcare,2.8939544118591196
636,transport,1.969694062856042
637,healthcare,8.009972343550642
638,healthcare,5.06155994856456
639,fire_disaster,4.360733621570881
640,healthcare,1.4102549395889805
641,healthcare,1.1532406582527317
642,transport,2.2007991065393284
643,security,4.895270244513693
644,healthcare,2.1832800859967723
645,security,10.783976846845526
646,security,15.181095680408488
647,healthcare,2.778492475632409
648,security,6.438172624434121
649,security,2.8137074401552047
650,healthcare,4.391666484917224
651,healthcare,5.637710694539196
652,fire_disaster,8.634501095633114
653,security,17.0587034730352
654,fire_disaster,15.409977000515731
655,security,10.756589764130371
656,security,1.7248712242848832
657,security,10.46095889374593
658,healthcare,1.5548524986945256
659,healthcare,8.35222077568016
660,security,10.06590699512038
661,healthcare,7.3481798967360215
662,healthcare,6.493559591161126
663,security,1.1467447094837822
664,healthcare,2.222465786959263
665,transport,4.787496852200022
666,healthcare,4.787587351268646
667,fire_disaster,14.26435043342676
668,security,2.195499121670835
669,security,4.377675586755942
670,healthcare,6.194120181746145
671,security,4.418546103327469
672,healthcare,5.710865238355366
673,security,15.351524202636108
674,transport,4.351450670391987
675,transport,1.153554689624123
676,healthcare,2.653951561804051
677,healthcare,2.1994377752233865
678,security,2.6946808881329685
679,healthcare,1.8093437763552556
680,fire_disaster,16.70521328190466
681,healthcare,2.5428692141542206
682,security,5.13606842951323
683,healthcare,5.114802986875416
684,security,6.681609601905119
685,security,2.822178551584392
686,transport,4.364303387961615
687,security,10.979173204363924
688,security,10.378852430609678
689,healthcare,6.922154512188593
690,healthcare,0.41848620168568085
691,transport,2.7442931234322843
692,healthcare,3.505546821524113
693,security,4.916392047415266
694,healthcare,8.862361485193363
695,healthcare,5.299022199328663
696,fire_disaster,4.375993445988118
697,healthcare,2.555396630340047
698,fire_disaster,5.077915180312482
699,security,13.308166929556396
700,healthcare,1.4069605786337507
701,healthcare,0.9425817783576735
702,security,10.113586382948576
703,healthcare,7.4210403355295025
704,transport,5.327625384509899
705,fire_disaster,4.248403260586989
706,healthcare,7.601285214391625
707,security,3.660822217169265
708,security,1.95491901777385
709,transport,2.9634097193591704
710,security,11.979070046833835
711,security,3.6005996144610224
712,healthcare,1.225629617521522
713,healthcare,8.454411321193902
714,healthcare,3.3420334715786435
715,fire_disaster,8.03786827805869
716,security,17.420320066906523
717,security,6.531728954361536
718,security,11.776376465603802
719,fire_disaster,4.408522301932084
720,healthcare,7.521835342487872
721,transport,6.8799615169315995
722,healthcare,7.978446847903484
723,healthcare,1.025190871757374
724,security,5.272386927641916
725,security,8.268648598498709
726,security,5.867097626001586
727,fire_disaster,8.876570288463238
728,healthcare,2.2686460004322084
729,healthcare,3.2285612623338604
730,transport,7.739812374168917
731,security,1.3801992060800587
732,transport,9.125574529021295
733,fire_disaster,2.60571483686572
734,security,4.001085289958214
735,healthcare,3.58497170351866
736,healthcare,2.656010904980977
737,security,2.4597530552460216
738,fire_disaster,20.024554721724638
739,security,7.806372876700406
740,transport,9.77031528054712
741,healthcare,10.528529008045467
742,security,17.870827517478613
743,security,6.309559067088994
744,healthcare,2.236036329447367
745,healthcare,1.2185444255875
746,fire_disaster,9.569315755890008
747,security,1.3188489616881367
748,fire_disaster,11.403026685544093
749,healthcare,2.040058546207383
750,transport,3.230510641321691
751,fire_disaster,11.40293679148524
752,healthcare,7.512780349019422
753,healthcare,4.07908205073803
754,security,3.619258853836715
755,transport,5.027446870369941
756,security,3.558572277152406
757,healthcare,4.519476337868048
758,healthcare,6.517853522267743
759,healthcare,7.5956388933044545
760,healthcare,4.1032703039828515
761,security,2.422914308438889
762,healthcare,8.016575360690357
763,healthcare,7.7979013943225794
764,security,9.214853386467617
765,healthcare,9.005029925021526
766,transport,4.950085104261072
767,healthcare,4.394379772244542
768,security,0.5507414942888578
769,healthcare,1.7952997661269052
770,transport,4.8539476522169895
771,security,6.121386122009324
772,fire_disaster,1.5449358089887941
773,fire_disaster,7.333114292617166
774,transport,7.275325182637865
775,healthcare,2.6326490747657774
776,security,1.4613792868954882
777,healthcare,3.751107489289818
778,healthcare,3.3492046638618813
779,healthcare,5.105419575325139
780,security,5.8509136398681285
781,fire_disaster,12.329422961473933
782,security,13.526980788919898
783,security,8.425431246132105
784,security,4.649734377520801
785,healthcare,2.3559195081626325
786,healthcare,2.1085269477772544
787,security,9.327421921740058
788,transport,11.059422734675106
789,healthcare,3.2532487604176343
790,healthcare,3.7567457454102193
791,security,4.45969605374194
792,transport,3.947024086142816
793,healthcare,6.561445110008469
794,security,17.870827517478613
795,security,7.308303711618522
797,security,2.035016760016855
798,security,5.7358254438610325
799,healthcare,4.927619879404786
800,healthcare,10.131155589567864
801,fire_disaster,3.4110598912096908
802,transport,2.4539991148420532
803,healthcare,1.7398219157551043
804,security,7.536964886337754
805,fire_disaster,15.495628407133353
806,security,25.857104903287986
807,fire_disaster,26.983915894885225
808,healthcare,2.9169900902460033
809,security,10.297538626611477
810,healthcare,3.577102091582395
811,fire_disaster,3.5809368434827396
812,security,2.7134581512740388
813,healthcare,3.688573062567379
814,healthcare,9.791486260427636
815,fire_disaster,22.258678312197276
816,healthcare,1.2124707070018184
817,healthcare,10.564321323103599
818,security,4.463261754596849
819,healthcare,6.800279686211168
820,fire_disaster,1.650097994473156
821,security,1.7210812413925147
822,transport,5.844746365096288
823,healthcare,4.391666484917224
824,security,6.4837109750926825
825,security,1.4504262437267195
826,security,8.227922467837972
827,healthcare,4.81998403150356
828,healthcare,2.3247196102351446
829,healthcare,10.231809931625069
830,healthcare,10.242908906870458
831,fire_disaster,12.134113343320214
832,fire_disaster,8.280644351571873
833,security,4.173823768384964
834,security,14.963709918830318
835,fire_disaster,6.707807826901576
836,fire_disaster,12.414647440433821
837,healthcare,3.9717972683050515
838,transport,12.715625257927341
839,fire_disaster,12.429358610608116
840,transport,3.168253090027281
841,fire_disaster,5.888415709174884
842,fire_disaster,12.471344877289948
843,transport,5.466886523185738
844,healthcare,4.214882301642241
845,transport,5.28048580210391
846,fire_disaster,9.270572237863417
847,transport,3.5865055215483403
848,healthcare,0.5863633112969493
849,security,17.870827517478613
850,security,6.919465904983536
851,transport,1.0132636503943653
852,transport,4.852456436096573
853,fire_disaster,14.52905010976254
854,transport,13.040974404771905
855,security,4.418463673563193
856,security,19.97341362950864
857,security,17.870827517478613
858,healthcare,3.8355980659543873
859,security,2.9454059207915217
860,healthcare,5.919583926105593
861,security,2.8531702909175256
862,security,2.878313553358699
863,security,2.195499121670835
864,healthcare,7.953734646283408
865,security,9.144116819621043
866,healthcare,7.513667690742186
867,security,2.3143586391522812
868,transport,10.6767421602288
869,transport,6.674289115201209
870,healthcare,3.4977243876225588
871,healthcare,6.461214501634156
872,fire_disaster,3.3797862379284265
873,fire_disaster,6.019289339672754
874,fire_disaster,3.7682593787621146
875,fire_disaster,9.412853606643086
876,fire_disaster,13.578557982802916
877,healthcare,0.39176010149063123
878,fire_disaster,2.545910084466508
879,fire_disaster,8.001523130914974
880,security,10.731275624166548
881,fire_disaster,4.786828820214243
882,security,10.635747581756268
883,healthcare,4.465958737231391
884,healthcare,3.376149501300948
885,healthcare,10.269890626567605
886,security,6.35413527784939
887,transport,5.218272656874142
888,security,1.887222855696081
889,fire_disaster,3.628617427209354
890,transport,12.911678166423249
891,security,9.01074255993091
892,healthcare,11.912737413662834
893,healthcare,7.442675206341474
894,fire_disaster,10.920228941799497
895,healthcare,9.381922025657575
896,healthcare,1.9750200194905636
897,security,4.664901497142302
898,fire_disaster,8.298583563301621
899,fire_disaster,0.7337978435567472
900,security,6.3001073339920115
901,security,6.258220699062336
902,security,10.135065093293546
903,security,10.0657449043347
904,healthcare,7.1009146098714915
905,security,3.532464186906415
906,transport,5.77993020473448
907,security,3.8137542302614853
908,healthcare,5.1238462364765995
909,healthcare,0.7462434712849336
910,security,10.626321712333247
911,fire_disaster,18.60463280550827
912,security,4.726908763353095
913,healthcare,5.104016445803093
914,security,6.431838333433293
915,healthcare,2.3802507484367097
916,fire_disaster,4.788447927794738
917,security,6.4023672091764565
918,transport,4.052570961336751
919,healthcare,7.411506176542862
920,transport,5.3342913073911635
921,fire_disaster,17.374366320748056
922,fire_disaster,11.770300716560842
923,fire_disaster,13.414097852754374
924,security,4.160011171024101
925,healthcare,1.6930038936665845
926,healthcare,3.2057691204962184
927,healthcare,1.1670094747120952
928,security,6.280883703982214
929,security,2.7293597469616944
930,security,1.873679381865002
931,security,6.226796139040032
932,security,7.3830261763860126
933,security,2.7134581512740388
934,security,2.1546392605811593
935,healthcare,1.7713180519855931
936,healthcare,0.6120325904695233
937,fire_disaster,3.348202757917289
938,transport,1.802735232637126
939,fire_disaster,7.0723114755551215
940,security,6.175606119005985
941,healthcare,1.807959216370217
942,transport,9.206238641148762
943,healthcare,2.436033378504726
944,security,3.295304219936229
945,security,0.7915482424401706
946,security,1.9395548431877585
947,fire_disaster,9.359375865057237
948,healthcare,5.114802986875416
949,transport,6.290150231225258
950,healthcare,5.735857285096845
951,transport,4.256142395776813
952,transport,5.1476838457120095
953,security,6.140865022144661
954,healthcare,3.5441178832802795
955,transport,5.598412999238325
956,fire_disaster,12.462086456298122
957,security,3.3558314881763507
958,fire_disaster,19.925062491271497
959,fire_disaster,1.338753269074314
960,security,1.4504262437267195
961,fire_disaster,10.436513603562089
962,healthcare,3.458267119474348
963,security,3.7834974805441757
964,security,7.9152961787821345
965,security,14.28765366014341
966,transport,7.04099799401398
967,healthcare,7.756305462618556
968,transport,3.4703832274430306
969,healthcare,11.119760386414416
970,healthcare,0.291614285272936
971,security,6.934682815206082
972,security,10.872375335243643
973,healthcare,3.521075855960588
974,healthcare,2.166373515855348
975,fire_disaster,8.457744568284376
976,transport,6.33749886154845
977,healthcare,6.340345553439719
